Task ID, Task Name,Task Content,Status,Date Created,Date Created Text,Due Date,Due Date Text,Start Date,Start Date Text,Parent ID,Attachments,Assignees,Tags,Priority,List Name,Folder Name/Path,Space Name,Time Estimated,Time Estimated Text,Checklists,Comments,Assigned Comments,Time Spent,Time Spent Text,Rolled Up Time,Rolled Up Time Text
86dxhbzj6,"Host the new MCP server","",to do,1755421602614,"8/17/2025, 10:06:42 AM GMT+1",,"",,"",86dxhbz8a,"[]","[]","[]",null,"MCP","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86dxg1ta5,"MCP dev and sales","start here:",to do,1754936382081,"8/11/2025, 7:19:42 PM GMT+1",,"",,"",null,"[]","[Kurt Anderson]","[]",null,"MCP","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86dxg6jjr,"here is another: https://github.com/nsxdavid/clickup-mcp-server","",to do,1754974228115,"8/12/2025, 5:50:28 AM GMT+1",,"",,"",86dxg6jdc,"[]","[Kurt Anderson]","[]",null,"MCP","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86dxg6jdc,"take public github mcp repos and figure out how best to host them securely","",to do,1754974028906,"8/12/2025, 5:47:08 AM GMT+1",,"",,"",null,"[]","[Kurt Anderson]","[]",null,"MCP","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86dxg6je2,"start with: https://github.com/mcp-mirror/taazkareem_clickup-mcp-server","",to do,1754974057714,"8/12/2025, 5:47:37 AM GMT+1",,"",,"",86dxg6jdc,"[]","[Kurt Anderson]","[]",null,"MCP","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86dxg6jgp,"Set up the development environment","",to do,1754974145955,"8/12/2025, 5:49:05 AM GMT+1",,"",,"",86dxg6jdc,"[]","[]","[]",null,"MCP","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86dxg6jgq,"Review the codebase","",to do,1754974146700,"8/12/2025, 5:49:06 AM GMT+1",,"",,"",86dxg6jdc,"[]","[]","[]",null,"MCP","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86dxg6jgt,"Run the application","",to do,1754974147505,"8/12/2025, 5:49:07 AM GMT+1",,"",,"",86dxg6jdc,"[]","[]","[]",null,"MCP","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86dxg6jgm,"Clone the repository","",to do,1754974145268,"8/12/2025, 5:49:05 AM GMT+1",,"",,"",86dxg6jdc,"[]","[]","[]",null,"MCP","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86dxhbzj0,"Search registries for existing MCPs","",to do,1755421598960,"8/17/2025, 10:06:38 AM GMT+1",,"",,"",86dxhbz8a,"[]","[]","[]",null,"MCP","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86dxhbzj1,"Evaluate quality of existing MCPs","",to do,1755421599889,"8/17/2025, 10:06:39 AM GMT+1",,"",,"",86dxhbz8a,"[]","[]","[]",null,"MCP","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86dxhbzj3,"Decide on MCP usage or creation","",to do,1755421600778,"8/17/2025, 10:06:40 AM GMT+1",,"",,"",86dxhbz8a,"[]","[]","[]",null,"MCP","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1v0,"4. Content Strategy","",to do,1728564759395,"10/10/2024, 1:52:39 PM GMT+1",,"",,"",null,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1v6,"5. Gather Media Assets","",to do,1728564760777,"10/10/2024, 1:52:40 PM GMT+1",,"",,"",null,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1wn,"7. Select a Wix Template","",to do,1728564763628,"10/10/2024, 1:52:43 PM GMT+1",,"",,"",null,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1x9,"9. SEO & Analytics Setup","",to do,1728564765623,"10/10/2024, 1:52:45 PM GMT+1",,"",,"",null,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1um,"2. Identify Your Target Audience","",to do,1728564757588,"10/10/2024, 1:52:37 PM GMT+1",,"",,"",null,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1ur,"3. Plan Site Structure & Pages","",to do,1728564758432,"10/10/2024, 1:52:38 PM GMT+1",,"",,"",null,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1vz,"6. Branding Elements","",to do,1728564762095,"10/10/2024, 1:52:42 PM GMT+1",,"",,"",null,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1y5,"11. Legal & Compliance","",to do,1728564768685,"10/10/2024, 1:52:48 PM GMT+1",,"",,"",null,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1zc,"14. Testing & Pre-Launch","",to do,1728564772506,"10/10/2024, 1:52:52 PM GMT+1",,"",,"",null,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc20d,"15. Launch & Post-Launch Activities","",to do,1728564773750,"10/10/2024, 1:52:53 PM GMT+1",,"",,"",null,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc20k,"16. Ongoing Maintenance Plan","",to do,1728564775064,"10/10/2024, 1:52:55 PM GMT+1",,"",,"",null,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1uh,"Determine your primary goal (e.g., attract new clients, showcase work, generate leads).","",to do,1728564757346,"10/10/2024, 1:52:37 PM GMT+1",,"",,"",86duwc1ue,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1y9,"12. Social Media Integration","",to do,1728564769738,"10/10/2024, 1:52:49 PM GMT+1",,"",,"",null,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1z5,"13. Domain Name & Email Setup","",to do,1728564771423,"10/10/2024, 1:52:51 PM GMT+1",,"",,"",null,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1ug,"Clarify the main purpose of your website (e.g., portfolio, business site, blog).","",to do,1728564757086,"10/10/2024, 1:52:37 PM GMT+1",,"",,"",86duwc1ue,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1un,"Define who your target audience is (e.g., age, interests, profession).","",to do,1728564757861,"10/10/2024, 1:52:37 PM GMT+1",,"",,"",86duwc1um,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1up,"Research their needs and preferences to tailor your content and design.","",to do,1728564758102,"10/10/2024, 1:52:38 PM GMT+1",,"",,"",86duwc1um,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1uv,"Consider adding additional pages like Blog, FAQs, Portfolio, or Testimonials.","",to do,1728564758916,"10/10/2024, 1:52:38 PM GMT+1",,"",,"",86duwc1ur,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1uu,"List out all the pages you need (e.g., Home, About, Services, Contact).","",to do,1728564758671,"10/10/2024, 1:52:38 PM GMT+1",,"",,"",86duwc1ur,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1v8,"Collect high-quality images and graphics (e.g., product photos, team pictures).","",to do,1728564761094,"10/10/2024, 1:52:41 PM GMT+1",,"",,"",86duwc1v6,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1vm,"Use compressed and optimized images to improve loading times.","",to do,1728564761850,"10/10/2024, 1:52:41 PM GMT+1",,"",,"",86duwc1v6,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1uy,"Create a sitemap to organize how pages link together.","",to do,1728564759162,"10/10/2024, 1:52:39 PM GMT+1",,"",,"",86duwc1ur,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1va,"Create or commission any branding assets needed, such as your logo.","",to do,1728564761358,"10/10/2024, 1:52:41 PM GMT+1",,"",,"",86duwc1v6,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1vj,"Prepare or record videos if you want to include visual media.","",to do,1728564761604,"10/10/2024, 1:52:41 PM GMT+1",,"",,"",86duwc1v6,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1v1,"Write content for each page that speaks to your audience (consider tone and style).","",to do,1728564759659,"10/10/2024, 1:52:39 PM GMT+1",,"",,"",86duwc1v0,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1v2,"Focus on SEO-optimized text, using relevant keywords naturally throughout.","",to do,1728564759984,"10/10/2024, 1:52:39 PM GMT+1",,"",,"",86duwc1v0,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1v5,"Prepare blog content if you want to start a blog.","",to do,1728564760494,"10/10/2024, 1:52:40 PM GMT+1",,"",,"",86duwc1v0,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1v4,"Create an engaging tagline and mission statement.","",to do,1728564760230,"10/10/2024, 1:52:40 PM GMT+1",,"",,"",86duwc1v0,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1wr,"Explore Wix’s library of templates and find one that best fits your business needs.","",to do,1728564763886,"10/10/2024, 1:52:43 PM GMT+1",,"",,"",86duwc1wn,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1wv,"Ensure it is mobile-friendly and customizable to your branding.","",to do,1728564764131,"10/10/2024, 1:52:44 PM GMT+1",,"",,"",86duwc1wn,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1w4,"Finalize your logo and tagline.","",to do,1728564762332,"10/10/2024, 1:52:42 PM GMT+1",,"",,"",86duwc1vz,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1w6,"Choose a consistent color scheme that aligns with your brand.","",to do,1728564762566,"10/10/2024, 1:52:42 PM GMT+1",,"",,"",86duwc1vz,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1w9,"Pick 2-3 fonts that reflect your brand style (e.g., headings vs. body text).","",to do,1728564763058,"10/10/2024, 1:52:43 PM GMT+1",,"",,"",86duwc1vz,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1wa,"Create a favicon for your website.","",to do,1728564763333,"10/10/2024, 1:52:43 PM GMT+1",,"",,"",86duwc1vz,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1x7,"Define call-to-action buttons (e.g., “Get a Quote,” “Subscribe”).","",to do,1728564765354,"10/10/2024, 1:52:45 PM GMT+1",,"",,"",86duwc1x0,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1x0,"8. Prepare Functional Elements","",to do,1728564764380,"10/10/2024, 1:52:44 PM GMT+1",,"",,"",null,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1x2,"Plan for interactive features like forms (e.g., contact, newsletter).","",to do,1728564764612,"10/10/2024, 1:52:44 PM GMT+1",,"",,"",86duwc1x0,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1x3,"Consider adding live chat to engage with users.","",to do,1728564764861,"10/10/2024, 1:52:44 PM GMT+1",,"",,"",86duwc1x0,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1x5,"Set up any booking, reservation, or e-commerce functionalities if needed.","",to do,1728564765106,"10/10/2024, 1:52:45 PM GMT+1",,"",,"",86duwc1x0,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1xa,"Research keywords relevant to your niche to help improve organic search visibility.","",to do,1728564765856,"10/10/2024, 1:52:45 PM GMT+1",,"",,"",86duwc1x9,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1xc,"Ensure each page has a unique title, meta description, and headers.","",to do,1728564766122,"10/10/2024, 1:52:46 PM GMT+1",,"",,"",86duwc1x9,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1xe,"Plan for alt text on images for accessibility and SEO.","",to do,1728564766383,"10/10/2024, 1:52:46 PM GMT+1",,"",,"",86duwc1x9,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1xf,"Set up Google Analytics and Google Search Console for insights.","",to do,1728564766636,"10/10/2024, 1:52:46 PM GMT+1",,"",,"",86duwc1x9,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1xh,"Include social sharing options.","",to do,1728564766902,"10/10/2024, 1:52:46 PM GMT+1",,"",,"",86duwc1x9,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1xp,"Ensure easy navigation between pages with intuitive menu structures.","",to do,1728564767437,"10/10/2024, 1:52:47 PM GMT+1",,"",,"",86duwc1xm,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1xr,"Make sure buttons and call-to-actions are clearly visible.","",to do,1728564767683,"10/10/2024, 1:52:47 PM GMT+1",,"",,"",86duwc1xm,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1xw,"Design a simple, uncluttered layout for quick loading and better usability.","",to do,1728564767949,"10/10/2024, 1:52:47 PM GMT+1",,"",,"",86duwc1xm,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1xx,"Ensure text contrast is sufficient for readability.","",to do,1728564768203,"10/10/2024, 1:52:48 PM GMT+1",,"",,"",86duwc1xm,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1y2,"Verify responsiveness on different devices (desktop, tablet, mobile).","",to do,1728564768441,"10/10/2024, 1:52:48 PM GMT+1",,"",,"",86duwc1xm,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1yb,"Add social media icons in the header or footer.","",to do,1728564770331,"10/10/2024, 1:52:50 PM GMT+1",,"",,"",86duwc1y9,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc20n,"Schedule regular checks for broken links and SEO audits.","",to do,1728564775298,"10/10/2024, 1:52:55 PM GMT+1",,"",,"",86duwc20k,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc20p,"Update content to keep it relevant (e.g., blog, portfolio).","",to do,1728564775549,"10/10/2024, 1:52:55 PM GMT+1",,"",,"",86duwc20k,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1ya,"Link social media profiles to your site.","",to do,1728564769959,"10/10/2024, 1:52:49 PM GMT+1",,"",,"",86duwc1y9,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1ye,"Consider embedding a social feed for active engagement.","",to do,1728564770682,"10/10/2024, 1:52:50 PM GMT+1",,"",,"",86duwc1y9,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1y6,"Draft a privacy policy and terms of use page.","",to do,1728564768973,"10/10/2024, 1:52:48 PM GMT+1",,"",,"",86duwc1y5,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
86duwc1y7,"Include GDPR or other compliance notices for data collection (e.g., cookie policy).","",to do,1728564769210,"10/10/2024, 1:52:49 PM GMT+1",,"",,"",86duwc1y5,"[]","[Kurt Anderson]","[]",null,"Website Preps","[""Mapache Solutions""]","Kurt Anderson's Space","","","{}","[]","0", "",,NaN,
